jump line 1
1.25000 0.00000 0.00393
1.25500 0.00000 0.00705
1.26000 0.00000 0.01239
1.26500 0.00000 0.02132
1.27000 0.00000 0.03590
1.27500 0.00000 0.05916
1.28000 0.00000 0.09536
1.28500 0.00000 0.15027
1.29000 0.00000 0.23125
1.29500 0.00000 0.34657
1.30000 0.00000 0.50220
1.30500 1.00000 0.69077
1.31000 1.00000 0.87012
1.31500 1.00000 0.97296
1.32000 1.00000 0.99736
1.32500 1.00000 0.99890
1.33000 1.00000 0.99890
1.33500 1.00000 0.99881
1.34000 1.00000 0.99851
1.34500 1.00000 0.99775
1.35000 1.00000 0.99617
1.35500 1.00000 0.99319
1.36000 1.00000 0.98793
1.36500 1.00000 0.97903
1.37000 1.00000 0.96441
1.37500 1.00000 0.94108
1.38000 1.00000 0.90479
1.38500 1.00000 0.84982
1.39000 1.00000 0.76883
1.39500 1.00000 0.65360
1.40000 1.00000 0.49818
1.40500 0.00000 0.30986
1.41000 0.00000 0.13037
1.41500 0.00000 0.02676
1.42000 0.00000 0.00178
1.42500 0.00000 0.00012
1.43000 0.00000 0.00010
1.43500 0.00000 0.00010
1.44000 0.00000 0.00012
1.44500 0.00000 0.00018
1.45000 0.00000 0.00031
1.45500 0.00000 0.00056
1.46000 0.00000 0.00103
1.46500 0.00000 0.00186
1.47000 0.00000 0.00331
1.47500 0.00000 0.00576
1.48000 0.00000 0.00980
1.48500 0.00000 0.01638
1.49000 0.00000 0.02686
1.49500 0.00000 0.04326
1.50000 0.00000 0.06846
1.50500 0.10000 0.10650
1.51000 0.20000 0.16283
1.51500 0.30000 0.24432
1.52000 0.40000 0.35778
1.52500 0.50000 0.50294
1.53000 0.60000 0.65382
1.53500 0.70000 0.75151
1.54000 0.80000 0.77705
1.54500 0.90000 0.77817
1.55000 1.00000 0.77723
1.55500 0.90000 0.77275
1.56000 0.80000 0.76067
1.56500 0.70000 0.73548
1.57000 0.60000 0.69024
1.57500 0.50000 0.61692
1.58000 0.40000 0.50786
1.58500 0.30000 0.36106
1.59000 0.20000 0.19461
1.59500 0.10000 0.06201
1.60000 0.00000 0.00790
1.60500 0.00000 0.00027
1.61000 0.00000 0.00003
1.61500 0.00000 0.00003
1.62000 0.00000 0.00003
1.62500 0.00000 0.00004
1.63000 0.00000 0.00007
1.63500 0.00000 0.00014
1.64000 0.00000 0.00027
1.64500 0.00000 0.00051
1.65000 0.00000 0.00097
1.65500 0.00000 0.00178
1.66000 0.00000 0.00323
1.66500 0.00000 0.00571
1.67000 0.00000 0.00992
1.67500 0.00000 0.01689
1.68000 0.00000 0.02818
1.68500 0.00000 0.04610
1.69000 0.00000 0.07390
1.69500 0.00000 0.11612
1.70000 0.00000 0.17875
1.70500 0.43589 0.26928
1.71000 0.60000 0.39558
1.71500 0.71414 0.56076
1.72000 0.80000 0.74757
1.72500 0.86603 0.89904
1.73000 0.91652 0.96232
1.73500 0.95394 0.97099
1.74000 0.97980 0.97108
1.74500 0.99499 0.97060
1.75000 1.00000 0.96866
1.75500 0.99499 0.96375
1.76000 0.97980 0.95380
1.76500 0.95394 0.93596
1.77000 0.91652 0.90653
1.77500 0.86603 0.86067
1.78000 0.80000 0.79229
1.78500 0.71414 0.69419
1.79000 0.60000 0.55950
1.79500 0.43589 0.38780
1.80000 0.00000 0.20161
1.80500 0.00000 0.06069
1.81000 0.00000 0.00708
1.81500 0.00000 0.00020
1.82000 0.00000 0.00000
1.82500 0.00000 0.00000
1.83000 0.00000 0.00000
1.83500 0.00000 0.00000
1.84000 0.00000 0.00000
1.84500 0.00000 0.00000
1.85000 0.00000 0.00000
1.85500 0.00000 0.00000
1.86000 0.00000 0.00000
1.86500 0.00000 0.00000
1.87000 0.00000 0.00000
1.87500 0.00000 0.00000
1.88000 0.00000 0.00000
1.88500 0.00000 0.00000
1.89000 0.00000 0.00000
1.89500 0.00000 0.00000
1.90000 0.00000 0.00000
1.90500 0.00000 0.00000
1.91000 0.00000 0.00000
1.91500 0.00000 0.00000
1.92000 0.00000 0.00000
1.92500 0.00000 0.00000
1.93000 0.00000 0.00000
1.93500 0.00000 0.00000
1.94000 0.00000 0.00000
1.94500 0.00000 0.00000
1.95000 0.00000 0.00000
1.95500 0.00000 0.00000
1.96000 0.00000 0.00000
1.96500 0.00000 0.00000
1.97000 0.00000 0.00000
1.97500 0.00000 0.00000
1.98000 0.00000 0.00000
1.98500 0.00000 0.00000
1.99000 0.00000 0.00000
1.99500 0.00000 0.00000
2.00000 0.00000 0.00000
